file_name,time,ent_count,sims_count,repetition
Weil er mit Drogen handelte_ Knast für Ex-Club-Vize _ Regional _ BILD.de.pdf,4.059938600000123,9,42,4
400 Fälle vor Ulmer Gericht_ 45-Jähriger gesteht sexuellen Missbrauch _ Regional _ BILD.de.pdf,1.9905518000000484,3,0,5
Aachen_ Arbeiter (37) erstach Bekannten (45) auf einem Feldweg _ Regional _ BILD.de.pdf,3.237530099999958,9,12,5
Al-Zein-Clan_ Sohn nach Razzia in Leverkusen wieder auf freiem Fuß _ Regional _ BILD.de.pdf,7.9334644999999,20,90,5
Berlin-Prozess_ Nachbar mit Hammer erschlagen und Leiche zerteilt – Angeklagter gesteht _ Regional _ BILD.de.pdf,3.2384422000000086,7,8,5
Berlin_ Trotz Knast-Urteil – Richter entlässt gefährlichen Dauer-Raser aus U-Haft _ Regional _ BILD.de.pdf,19.186014900000146,21,222,5
Betrug mit Polizisten-Trick_ Bankerin rettet für Seniorin 12.000 Euro _ Regional _ BILD.de.pdf,2.095431399999825,3,0,5
Blutbad bei Lauben-Einbruch_ Klein-Ganove prügelt Polizistin fast tot _ Regional _ BILD.de.pdf,2.935584199999994,7,8,5
Dealer waren bewaffnet_ Kripo sprengt Rauschgift-Ring _ Regional _ BILD.de.pdf,2.5096760999999788,7,8,5
"Der Nächste, bitte! Ex-Bürgermeister aus Homburg muss vor Gericht _ Regional _ BILD.de.pdf",3.185303700000077,8,20,5
Dresden_ Mann niedergestochen_ 20-Jähriger wegen versuchten Mordes angeklagt _ Regional _ BILD.de.pdf,3.9825998999999683,6,12,5
Düsseldorf_ Versuchter Totschlag! Angeklagter vom SEK zum Prozess gebracht _ Regional _ BILD.de.pdf,6.7992256,16,60,5
Er tötete drei Frauen_ Messerstecher von Würzburg kommt in die Psychiatrie _ Regional _ BILD.de.pdf,3.338837300000023,9,22,5
Essen_ Oberarzt soll Corona-Kranken totgespritzt haben - Anwalt bestreitet _ Regional _ BILD.de.pdf,12.590983699999924,18,108,5
Flüchtling vor Gericht_ Prozess um Mord an obdachloser Frau _ Regional _ BILD.de.pdf,5.807266499999969,12,48,5
Freibad Steinrausch_ Lebloser Junge (5) aus Schwimmbecken gerettet _ Regional _ BILD.de.pdf,8.258788399999958,8,8,5
Generalbundesanwalt klagt ISIS-Braut Leonora M. an _ Regional _ BILD.de.pdf,9.138771899999938,22,118,5
Gib G(r)as!_ Polizei schnappt zugedröhnten Rasenmäher-Tuner (26) _ Regional _ BILD.de.pdf,2.8077255000000605,6,8,5
Halle_ Mutmaßliches Drogen-Quartett vor Gericht _ Regional _ BILD.de.pdf,12.054471899999953,18,152,5
In der Pfalz_ Suff-Fahrer zerlegen ihre Autos _ Regional _ BILD.de.pdf,5.268618600000082,8,42,5
Mia (6) und Lio (3) erstickt_ Mord-Anklage gegen Mutter Johanna E.! _ Regional _ BILD.de.pdf,12.314974899999925,19,160,5
Mönchengladbach_ Mann und Frau nach Bluttat auf Feldweg festgenommen _ Regional _ BILD.de.pdf,4.1941911999999775,12,28,5
Neonazi-Aktion in Dortmund_ Polizei durfte Ex-Feuerwehrchef nicht durchsuchen _ Regional _ BILD.de.pdf,13.485730999999987,19,112,5
Passant schwer verletzt_ Polizei jagt skrupellosen Raser _ Regional _ BILD.de.pdf,7.849169299999858,19,82,5
Prozess gegen den Kannibalen von Pankow beginnt am 10. August! _ Regional _ BILD.de.pdf,7.39556309999989,15,80,5
Prozess gegen mutmaßlichen Todesschützen_ Waffen-Arsenal in Geister-Villa _ Regional _ BILD.de.pdf,4.018652000000202,7,20,5
Prozess in Mönchengladbach_ Rentner raste betrunken in Spielmannszug _ Regional _ BILD.de.pdf,3.0856289999999262,7,12,5
Prozess vor Berliner Landgericht - Kumpel mit Stahlkappen-Schuhen fast zu Tode getreten_  _ Regional _ BILD.de.pdf,6.783176999999796,15,68,5
Samuel Yeboah starb 1991 bei Brandanschlag_ Plakate erinnern an ermordeten Flüchtling _ Regional _ BILD.de.pdf,4.68604049999999,17,56,5
Sie überfielen einen Juwelier_ Diese Polizisten sind Räuber und Gendarm _ Regional _ BILD.de.pdf,4.510157199999867,12,28,5
Solingen_ Wurde Todesmutter Christiane K. von ihrem Vater missbraucht_ _ Regional _ BILD.de.pdf,9.4355379000001,17,116,5
Stadtbibliothek München_ OB Reiters Machtwort gegen das Sitzverbot! _ Regional _ BILD.de.pdf,6.656290899999931,16,66,5
Stadtbibliothek Sendling_ Sitz-Verbots-PCs sind plötzlich kaputt! _ Regional _ BILD.de.pdf,2.78902149999999,8,8,5
Wegen anzügliche Kommentare_ 23-Jähriger sticht Mann (40) nieder _ Regional _ BILD.de.pdf,2.698216999999886,6,8,5
"Wegen Drogen, Waffen und Nötigung_ Rocker-Trio in Bochum vor Gericht _ Regional _ BILD.de.pdf",5.403928599999972,10,56,5
Weil er mit Drogen handelte_ Knast für Ex-Club-Vize _ Regional _ BILD.de.pdf,4.181593699999894,9,42,5
400 Fälle vor Ulmer Gericht_ 45-Jähriger gesteht sexuellen Missbrauch _ Regional _ BILD.de.pdf,2.0771598000001177,3,0,6
Aachen_ Arbeiter (37) erstach Bekannten (45) auf einem Feldweg _ Regional _ BILD.de.pdf,3.43683440000018,9,12,6
Al-Zein-Clan_ Sohn nach Razzia in Leverkusen wieder auf freiem Fuß _ Regional _ BILD.de.pdf,8.111679599999889,20,90,6
Berlin-Prozess_ Nachbar mit Hammer erschlagen und Leiche zerteilt – Angeklagter gesteht _ Regional _ BILD.de.pdf,3.451296700000057,7,8,6
Berlin_ Trotz Knast-Urteil – Richter entlässt gefährlichen Dauer-Raser aus U-Haft _ Regional _ BILD.de.pdf,19.837656800000104,21,222,6
Betrug mit Polizisten-Trick_ Bankerin rettet für Seniorin 12.000 Euro _ Regional _ BILD.de.pdf,2.1893808999998328,3,0,6
Blutbad bei Lauben-Einbruch_ Klein-Ganove prügelt Polizistin fast tot _ Regional _ BILD.de.pdf,3.0060410999999476,7,8,6
Dealer waren bewaffnet_ Kripo sprengt Rauschgift-Ring _ Regional _ BILD.de.pdf,2.6163268999998763,7,8,6
"Der Nächste, bitte! Ex-Bürgermeister aus Homburg muss vor Gericht _ Regional _ BILD.de.pdf",3.320560500000056,8,20,6
Dresden_ Mann niedergestochen_ 20-Jähriger wegen versuchten Mordes angeklagt _ Regional _ BILD.de.pdf,4.12573099999986,6,12,6
Düsseldorf_ Versuchter Totschlag! Angeklagter vom SEK zum Prozess gebracht _ Regional _ BILD.de.pdf,7.0555855000000065,16,60,6
Er tötete drei Frauen_ Messerstecher von Würzburg kommt in die Psychiatrie _ Regional _ BILD.de.pdf,3.1949758000000656,9,22,6
Essen_ Oberarzt soll Corona-Kranken totgespritzt haben - Anwalt bestreitet _ Regional _ BILD.de.pdf,13.109502300000031,18,108,6
Flüchtling vor Gericht_ Prozess um Mord an obdachloser Frau _ Regional _ BILD.de.pdf,5.995852199999945,12,48,6
Freibad Steinrausch_ Lebloser Junge (5) aus Schwimmbecken gerettet _ Regional _ BILD.de.pdf,8.213550700000042,8,8,6
Generalbundesanwalt klagt ISIS-Braut Leonora M. an _ Regional _ BILD.de.pdf,8.827747499999987,22,118,6
Gib G(r)as!_ Polizei schnappt zugedröhnten Rasenmäher-Tuner (26) _ Regional _ BILD.de.pdf,2.5993948000000273,6,8,6
Halle_ Mutmaßliches Drogen-Quartett vor Gericht _ Regional _ BILD.de.pdf,11.496428500000093,18,152,6
In der Pfalz_ Suff-Fahrer zerlegen ihre Autos _ Regional _ BILD.de.pdf,5.065275499999871,8,42,6
Mia (6) und Lio (3) erstickt_ Mord-Anklage gegen Mutter Johanna E.! _ Regional _ BILD.de.pdf,12.097829099999899,19,160,6
Mönchengladbach_ Mann und Frau nach Bluttat auf Feldweg festgenommen _ Regional _ BILD.de.pdf,3.944132300000092,12,28,6
Neonazi-Aktion in Dortmund_ Polizei durfte Ex-Feuerwehrchef nicht durchsuchen _ Regional _ BILD.de.pdf,13.259032600000182,19,112,6
Passant schwer verletzt_ Polizei jagt skrupellosen Raser _ Regional _ BILD.de.pdf,7.785413900000094,19,82,6
Prozess gegen den Kannibalen von Pankow beginnt am 10. August! _ Regional _ BILD.de.pdf,7.205710400000044,15,80,6
Prozess gegen mutmaßlichen Todesschützen_ Waffen-Arsenal in Geister-Villa _ Regional _ BILD.de.pdf,3.7249775000000227,7,20,6
Prozess in Mönchengladbach_ Rentner raste betrunken in Spielmannszug _ Regional _ BILD.de.pdf,3.2424705999999333,7,12,6
Prozess vor Berliner Landgericht - Kumpel mit Stahlkappen-Schuhen fast zu Tode getreten_  _ Regional _ BILD.de.pdf,6.850645799999938,15,68,6
Samuel Yeboah starb 1991 bei Brandanschlag_ Plakate erinnern an ermordeten Flüchtling _ Regional _ BILD.de.pdf,4.7289877000000615,17,56,6
Sie überfielen einen Juwelier_ Diese Polizisten sind Räuber und Gendarm _ Regional _ BILD.de.pdf,4.419517000000042,12,28,6
Solingen_ Wurde Todesmutter Christiane K. von ihrem Vater missbraucht_ _ Regional _ BILD.de.pdf,9.226200600000084,17,116,6
Stadtbibliothek München_ OB Reiters Machtwort gegen das Sitzverbot! _ Regional _ BILD.de.pdf,6.498957799999971,16,66,6
Stadtbibliothek Sendling_ Sitz-Verbots-PCs sind plötzlich kaputt! _ Regional _ BILD.de.pdf,2.9373407000000498,8,8,6
Wegen anzügliche Kommentare_ 23-Jähriger sticht Mann (40) nieder _ Regional _ BILD.de.pdf,2.713927700000113,6,8,6
"Wegen Drogen, Waffen und Nötigung_ Rocker-Trio in Bochum vor Gericht _ Regional _ BILD.de.pdf",5.299223900000015,10,56,6
Weil er mit Drogen handelte_ Knast für Ex-Club-Vize _ Regional _ BILD.de.pdf,4.182557300000099,9,42,6
400 Fälle vor Ulmer Gericht_ 45-Jähriger gesteht sexuellen Missbrauch _ Regional _ BILD.de.pdf,2.098730299999943,3,0,7
Aachen_ Arbeiter (37) erstach Bekannten (45) auf einem Feldweg _ Regional _ BILD.de.pdf,3.235420799999929,9,12,7
Al-Zein-Clan_ Sohn nach Razzia in Leverkusen wieder auf freiem Fuß _ Regional _ BILD.de.pdf,8.08800250000013,20,90,7
Berlin-Prozess_ Nachbar mit Hammer erschlagen und Leiche zerteilt – Angeklagter gesteht _ Regional _ BILD.de.pdf,3.499470400000064,7,8,7
Berlin_ Trotz Knast-Urteil – Richter entlässt gefährlichen Dauer-Raser aus U-Haft _ Regional _ BILD.de.pdf,19.551361799999995,21,222,7
Betrug mit Polizisten-Trick_ Bankerin rettet für Seniorin 12.000 Euro _ Regional _ BILD.de.pdf,2.2256972000000133,3,0,7
Blutbad bei Lauben-Einbruch_ Klein-Ganove prügelt Polizistin fast tot _ Regional _ BILD.de.pdf,3.0237070999999105,7,8,7
Dealer waren bewaffnet_ Kripo sprengt Rauschgift-Ring _ Regional _ BILD.de.pdf,2.5935475999999653,7,8,7
"Der Nächste, bitte! Ex-Bürgermeister aus Homburg muss vor Gericht _ Regional _ BILD.de.pdf",3.2396550000000843,8,20,7
Dresden_ Mann niedergestochen_ 20-Jähriger wegen versuchten Mordes angeklagt _ Regional _ BILD.de.pdf,4.069957299999942,6,12,7
Düsseldorf_ Versuchter Totschlag! Angeklagter vom SEK zum Prozess gebracht _ Regional _ BILD.de.pdf,6.9496504999999615,16,60,7
Er tötete drei Frauen_ Messerstecher von Würzburg kommt in die Psychiatrie _ Regional _ BILD.de.pdf,3.0903326999998626,9,22,7
Essen_ Oberarzt soll Corona-Kranken totgespritzt haben - Anwalt bestreitet _ Regional _ BILD.de.pdf,13.317513499999905,18,108,7
Flüchtling vor Gericht_ Prozess um Mord an obdachloser Frau _ Regional _ BILD.de.pdf,5.869069099999933,12,48,7
Freibad Steinrausch_ Lebloser Junge (5) aus Schwimmbecken gerettet _ Regional _ BILD.de.pdf,8.169583699999976,8,8,7
Generalbundesanwalt klagt ISIS-Braut Leonora M. an _ Regional _ BILD.de.pdf,8.970775499999945,22,118,7
Gib G(r)as!_ Polizei schnappt zugedröhnten Rasenmäher-Tuner (26) _ Regional _ BILD.de.pdf,2.7051658000000316,6,8,7
Halle_ Mutmaßliches Drogen-Quartett vor Gericht _ Regional _ BILD.de.pdf,11.846900199999936,18,152,7
In der Pfalz_ Suff-Fahrer zerlegen ihre Autos _ Regional _ BILD.de.pdf,5.115794299999834,8,42,7
Mia (6) und Lio (3) erstickt_ Mord-Anklage gegen Mutter Johanna E.! _ Regional _ BILD.de.pdf,12.173128500000075,19,160,7
Mönchengladbach_ Mann und Frau nach Bluttat auf Feldweg festgenommen _ Regional _ BILD.de.pdf,4.171560299999783,12,28,7
Neonazi-Aktion in Dortmund_ Polizei durfte Ex-Feuerwehrchef nicht durchsuchen _ Regional _ BILD.de.pdf,13.407089699999915,19,112,7
Passant schwer verletzt_ Polizei jagt skrupellosen Raser _ Regional _ BILD.de.pdf,7.869289799999933,19,82,7
Prozess gegen den Kannibalen von Pankow beginnt am 10. August! _ Regional _ BILD.de.pdf,7.128566299999875,15,80,7
Prozess gegen mutmaßlichen Todesschützen_ Waffen-Arsenal in Geister-Villa _ Regional _ BILD.de.pdf,3.8249181999999564,7,20,7
Prozess in Mönchengladbach_ Rentner raste betrunken in Spielmannszug _ Regional _ BILD.de.pdf,3.12178229999995,7,12,7
Prozess vor Berliner Landgericht - Kumpel mit Stahlkappen-Schuhen fast zu Tode getreten_  _ Regional _ BILD.de.pdf,6.738404500000115,15,68,7
Samuel Yeboah starb 1991 bei Brandanschlag_ Plakate erinnern an ermordeten Flüchtling _ Regional _ BILD.de.pdf,4.694821999999931,17,56,7
Sie überfielen einen Juwelier_ Diese Polizisten sind Räuber und Gendarm _ Regional _ BILD.de.pdf,4.384051199999931,12,28,7
Solingen_ Wurde Todesmutter Christiane K. von ihrem Vater missbraucht_ _ Regional _ BILD.de.pdf,9.214640000000145,17,116,7
Stadtbibliothek München_ OB Reiters Machtwort gegen das Sitzverbot! _ Regional _ BILD.de.pdf,6.560958700000128,16,66,7
Stadtbibliothek Sendling_ Sitz-Verbots-PCs sind plötzlich kaputt! _ Regional _ BILD.de.pdf,2.8675422999999682,8,8,7
Wegen anzügliche Kommentare_ 23-Jähriger sticht Mann (40) nieder _ Regional _ BILD.de.pdf,2.7375094999999874,6,8,7
"Wegen Drogen, Waffen und Nötigung_ Rocker-Trio in Bochum vor Gericht _ Regional _ BILD.de.pdf",5.354734700000108,10,56,7
Weil er mit Drogen handelte_ Knast für Ex-Club-Vize _ Regional _ BILD.de.pdf,4.142072299999882,9,42,7
400 Fälle vor Ulmer Gericht_ 45-Jähriger gesteht sexuellen Missbrauch _ Regional _ BILD.de.pdf,2.10315700000001,3,0,8
Aachen_ Arbeiter (37) erstach Bekannten (45) auf einem Feldweg _ Regional _ BILD.de.pdf,3.2976521999999022,9,12,8
Al-Zein-Clan_ Sohn nach Razzia in Leverkusen wieder auf freiem Fuß _ Regional _ BILD.de.pdf,8.160020000000031,20,90,8
Berlin-Prozess_ Nachbar mit Hammer erschlagen und Leiche zerteilt – Angeklagter gesteht _ Regional _ BILD.de.pdf,3.4643502999999782,7,8,8
Berlin_ Trotz Knast-Urteil – Richter entlässt gefährlichen Dauer-Raser aus U-Haft _ Regional _ BILD.de.pdf,19.664348200000177,21,222,8
Betrug mit Polizisten-Trick_ Bankerin rettet für Seniorin 12.000 Euro _ Regional _ BILD.de.pdf,2.172937900000079,3,0,8
Blutbad bei Lauben-Einbruch_ Klein-Ganove prügelt Polizistin fast tot _ Regional _ BILD.de.pdf,2.9212205000001177,7,8,8
Dealer waren bewaffnet_ Kripo sprengt Rauschgift-Ring _ Regional _ BILD.de.pdf,2.598661500000162,7,8,8
"Der Nächste, bitte! Ex-Bürgermeister aus Homburg muss vor Gericht _ Regional _ BILD.de.pdf",3.404726200000141,8,20,8
Dresden_ Mann niedergestochen_ 20-Jähriger wegen versuchten Mordes angeklagt _ Regional _ BILD.de.pdf,4.2004153000000315,6,12,8
Düsseldorf_ Versuchter Totschlag! Angeklagter vom SEK zum Prozess gebracht _ Regional _ BILD.de.pdf,7.012930600000118,16,60,8
Er tötete drei Frauen_ Messerstecher von Würzburg kommt in die Psychiatrie _ Regional _ BILD.de.pdf,3.34602689999997,9,22,8
Essen_ Oberarzt soll Corona-Kranken totgespritzt haben - Anwalt bestreitet _ Regional _ BILD.de.pdf,13.41207630000008,18,108,8
Flüchtling vor Gericht_ Prozess um Mord an obdachloser Frau _ Regional _ BILD.de.pdf,5.962572800000089,12,48,8
Freibad Steinrausch_ Lebloser Junge (5) aus Schwimmbecken gerettet _ Regional _ BILD.de.pdf,8.231916899999987,8,8,8
Generalbundesanwalt klagt ISIS-Braut Leonora M. an _ Regional _ BILD.de.pdf,8.923422399999936,22,118,8
Gib G(r)as!_ Polizei schnappt zugedröhnten Rasenmäher-Tuner (26) _ Regional _ BILD.de.pdf,2.5866187000001446,6,8,8
Halle_ Mutmaßliches Drogen-Quartett vor Gericht _ Regional _ BILD.de.pdf,11.381048899999996,18,152,8
In der Pfalz_ Suff-Fahrer zerlegen ihre Autos _ Regional _ BILD.de.pdf,4.99188909999998,8,42,8
Mia (6) und Lio (3) erstickt_ Mord-Anklage gegen Mutter Johanna E.! _ Regional _ BILD.de.pdf,11.667317500000081,19,160,8
Mönchengladbach_ Mann und Frau nach Bluttat auf Feldweg festgenommen _ Regional _ BILD.de.pdf,4.027033699999947,12,28,8
Neonazi-Aktion in Dortmund_ Polizei durfte Ex-Feuerwehrchef nicht durchsuchen _ Regional _ BILD.de.pdf,12.895094900000004,19,112,8
Passant schwer verletzt_ Polizei jagt skrupellosen Raser _ Regional _ BILD.de.pdf,7.71442130000014,19,82,8
Prozess gegen den Kannibalen von Pankow beginnt am 10. August! _ Regional _ BILD.de.pdf,7.122182000000066,15,80,8
Prozess gegen mutmaßlichen Todesschützen_ Waffen-Arsenal in Geister-Villa _ Regional _ BILD.de.pdf,3.768312600000172,7,20,8
Prozess in Mönchengladbach_ Rentner raste betrunken in Spielmannszug _ Regional _ BILD.de.pdf,3.00346310000009,7,12,8
Prozess vor Berliner Landgericht - Kumpel mit Stahlkappen-Schuhen fast zu Tode getreten_  _ Regional _ BILD.de.pdf,6.7502785000001495,15,68,8
Samuel Yeboah starb 1991 bei Brandanschlag_ Plakate erinnern an ermordeten Flüchtling _ Regional _ BILD.de.pdf,4.730251199999884,17,56,8
Sie überfielen einen Juwelier_ Diese Polizisten sind Räuber und Gendarm _ Regional _ BILD.de.pdf,4.423594599999888,12,28,8
Solingen_ Wurde Todesmutter Christiane K. von ihrem Vater missbraucht_ _ Regional _ BILD.de.pdf,9.172307600000067,17,116,8
Stadtbibliothek München_ OB Reiters Machtwort gegen das Sitzverbot! _ Regional _ BILD.de.pdf,6.454480999999987,16,66,8
Stadtbibliothek Sendling_ Sitz-Verbots-PCs sind plötzlich kaputt! _ Regional _ BILD.de.pdf,2.6936338000000433,8,8,8
Wegen anzügliche Kommentare_ 23-Jähriger sticht Mann (40) nieder _ Regional _ BILD.de.pdf,2.5648559999999634,6,8,8
"Wegen Drogen, Waffen und Nötigung_ Rocker-Trio in Bochum vor Gericht _ Regional _ BILD.de.pdf",5.258232299999918,10,56,8
Weil er mit Drogen handelte_ Knast für Ex-Club-Vize _ Regional _ BILD.de.pdf,4.126880999999912,9,42,8
400 Fälle vor Ulmer Gericht_ 45-Jähriger gesteht sexuellen Missbrauch _ Regional _ BILD.de.pdf,2.0222908999999163,3,0,9
Aachen_ Arbeiter (37) erstach Bekannten (45) auf einem Feldweg _ Regional _ BILD.de.pdf,3.190392799999927,9,12,9
Al-Zein-Clan_ Sohn nach Razzia in Leverkusen wieder auf freiem Fuß _ Regional _ BILD.de.pdf,8.101063199999999,20,90,9
Berlin-Prozess_ Nachbar mit Hammer erschlagen und Leiche zerteilt – Angeklagter gesteht _ Regional _ BILD.de.pdf,3.4191937000000507,7,8,9
Berlin_ Trotz Knast-Urteil – Richter entlässt gefährlichen Dauer-Raser aus U-Haft _ Regional _ BILD.de.pdf,19.344190100000105,21,222,9
Betrug mit Polizisten-Trick_ Bankerin rettet für Seniorin 12.000 Euro _ Regional _ BILD.de.pdf,2.245089000000007,3,0,9
Blutbad bei Lauben-Einbruch_ Klein-Ganove prügelt Polizistin fast tot _ Regional _ BILD.de.pdf,2.8883740999999645,7,8,9
Dealer waren bewaffnet_ Kripo sprengt Rauschgift-Ring _ Regional _ BILD.de.pdf,2.44973919999984,7,8,9
"Der Nächste, bitte! Ex-Bürgermeister aus Homburg muss vor Gericht _ Regional _ BILD.de.pdf",3.386918400000013,8,20,9
Dresden_ Mann niedergestochen_ 20-Jähriger wegen versuchten Mordes angeklagt _ Regional _ BILD.de.pdf,4.028787599999987,6,12,9
Düsseldorf_ Versuchter Totschlag! Angeklagter vom SEK zum Prozess gebracht _ Regional _ BILD.de.pdf,6.85620700000004,16,60,9
Er tötete drei Frauen_ Messerstecher von Würzburg kommt in die Psychiatrie _ Regional _ BILD.de.pdf,3.2952646999999615,9,22,9
Essen_ Oberarzt soll Corona-Kranken totgespritzt haben - Anwalt bestreitet _ Regional _ BILD.de.pdf,13.004663100000016,18,108,9
Flüchtling vor Gericht_ Prozess um Mord an obdachloser Frau _ Regional _ BILD.de.pdf,5.859458799999857,12,48,9
Freibad Steinrausch_ Lebloser Junge (5) aus Schwimmbecken gerettet _ Regional _ BILD.de.pdf,8.35360559999981,8,8,9
Generalbundesanwalt klagt ISIS-Braut Leonora M. an _ Regional _ BILD.de.pdf,8.586327999999867,22,118,9
Gib G(r)as!_ Polizei schnappt zugedröhnten Rasenmäher-Tuner (26) _ Regional _ BILD.de.pdf,2.648826999999983,6,8,9
Halle_ Mutmaßliches Drogen-Quartett vor Gericht _ Regional _ BILD.de.pdf,11.66570849999971,18,152,9
In der Pfalz_ Suff-Fahrer zerlegen ihre Autos _ Regional _ BILD.de.pdf,5.221361800000068,8,42,9
Mia (6) und Lio (3) erstickt_ Mord-Anklage gegen Mutter Johanna E.! _ Regional _ BILD.de.pdf,12.26446530000021,19,160,9
Mönchengladbach_ Mann und Frau nach Bluttat auf Feldweg festgenommen _ Regional _ BILD.de.pdf,3.9525140999999167,12,28,9
Neonazi-Aktion in Dortmund_ Polizei durfte Ex-Feuerwehrchef nicht durchsuchen _ Regional _ BILD.de.pdf,13.32077100000015,19,112,9
Passant schwer verletzt_ Polizei jagt skrupellosen Raser _ Regional _ BILD.de.pdf,7.856078299999808,19,82,9
Prozess gegen den Kannibalen von Pankow beginnt am 10. August! _ Regional _ BILD.de.pdf,7.205283000000236,15,80,9
Prozess gegen mutmaßlichen Todesschützen_ Waffen-Arsenal in Geister-Villa _ Regional _ BILD.de.pdf,3.789270299999771,7,20,9
Prozess in Mönchengladbach_ Rentner raste betrunken in Spielmannszug _ Regional _ BILD.de.pdf,3.2024319000001924,7,12,9
Prozess vor Berliner Landgericht - Kumpel mit Stahlkappen-Schuhen fast zu Tode getreten_  _ Regional _ BILD.de.pdf,6.855790099999922,15,68,9
Samuel Yeboah starb 1991 bei Brandanschlag_ Plakate erinnern an ermordeten Flüchtling _ Regional _ BILD.de.pdf,4.693772099999933,17,56,9
Sie überfielen einen Juwelier_ Diese Polizisten sind Räuber und Gendarm _ Regional _ BILD.de.pdf,4.468648500000199,12,28,9
Solingen_ Wurde Todesmutter Christiane K. von ihrem Vater missbraucht_ _ Regional _ BILD.de.pdf,9.259163700000045,17,116,9
Stadtbibliothek München_ OB Reiters Machtwort gegen das Sitzverbot! _ Regional _ BILD.de.pdf,6.6341379999998935,16,66,9
Stadtbibliothek Sendling_ Sitz-Verbots-PCs sind plötzlich kaputt! _ Regional _ BILD.de.pdf,2.8633881999999176,8,8,9
Wegen anzügliche Kommentare_ 23-Jähriger sticht Mann (40) nieder _ Regional _ BILD.de.pdf,2.7983752000000095,6,8,9
"Wegen Drogen, Waffen und Nötigung_ Rocker-Trio in Bochum vor Gericht _ Regional _ BILD.de.pdf",5.421119200000248,10,56,9
Weil er mit Drogen handelte_ Knast für Ex-Club-Vize _ Regional _ BILD.de.pdf,4.205904299999929,9,42,9
